name,smiles,group,formula,molecular_weight,rotatable_bonds,H_bond_donors,H_bond_acceptors,TPSA,logP,melting_point,boiling_point,density,vapor_pressure,enthalpy_of_formation,heat_capacity,critical_temperature,critical_pressure,acentric_factor,viscosity,thermal_conductivity,price,property_name,property_phase_raw,property_phase_norm,phase_coarse,temperature_K,pressure_kPa,expanded_uncertainty,doi,title,journal,year,primary_inchi,primary_inchikey,source_file,component_regnum,component_count,is_mixture,structure_source,structure_key,abs_delta_T_ref,abs_delta_P_ref
1-(1-methyl-2-propoxyethoxy)-2-propanol,CCCOCC(C)OCC(C)O,Experimental,C9H20O3,176.256,7.0,1.0,3.0,38.69,1.1988999999999999,-,-,-,-,-,388.1,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,15.0,10.1016/j.fluid.2016.09.002,Heat capacity of dowanols within a temperature range of (275.15 to 339.15) K. Measurements and prediction.,Fluid Phase Equilib.,2016,"InChI=1S/C9H20O3/c1-4-5-11-7-9(3)12-6-8(2)10/h8-10H,4-7H2,1-3H3",WEZPLQKRXDBPEP-UHFFFAOYSA-N,j.fluid.2016.09.002.json,8,1,False,inchi,inchikey::WEZPLQKRXDBPEP-UHFFFAOYSA-N,0.0,
1-[1-methyl-2-(1-methyl-2-propoxyethoxy)ethoxy]-2-propanol,CCCOCC(C)OCC(C)OCC(C)O,Experimental,C12H26O4,234.336,10.0,1.0,4.0,47.92,1.6039999999999999,-,-,-,-,-,494.5,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,19.2,10.1016/j.fluid.2016.09.002,Heat capacity of dowanols within a temperature range of (275.15 to 339.15) K. Measurements and prediction.,Fluid Phase Equilib.,2016,"InChI=1S/C12H26O4/c1-5-6-14-8-11(3)16-9-12(4)15-7-10(2)13/h10-13H,5-9H2,1-4H3",JKEHLQXXZMANPK-UHFFFAOYSA-N,j.fluid.2016.09.002.json,9,1,False,inchi,inchikey::JKEHLQXXZMANPK-UHFFFAOYSA-N,0.0,
1-butyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Experimental,C14H23F6N3O4S2,475.4770000000001,9.0,0.0,5.0,91.19,3.8252000000000033,-,-,-,-,-,687.34,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,26.62,10.1016/j.fluid.2017.03.021,"Thermal properties of 1-alkyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide ionic liquids with linear, branched and cyclic alkyl substituents",Fluid Phase Equilib.,2017,"InChI=1S/C12H23N2.C2F6NO4S2/c1-3-5-7-9-14-11-10-13(12-14)8-6-4-2;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h10-12H,3-9H2,1-2H3;/q+1;-1",BFDQROACADRRKK-UHFFFAOYSA-N,j.fluid.2017.03.021.json,1,1,False,inchi,inchikey::BFDQROACADRRKK-UHFFFAOYSA-N,0.0,
1-cyclopentyl-3-butylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Experimental,C14H21F6N3O4S2,473.46100000000007,6.0,0.0,5.0,91.19,3.7501000000000033,-,-,-,-,-,651.99,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,25.25,10.1016/j.fluid.2017.03.021,"Thermal properties of 1-alkyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide ionic liquids with linear, branched and cyclic alkyl substituents",Fluid Phase Equilib.,2017,"InChI=1S/C12H21N2.C2F6NO4S2/c1-2-3-8-13-9-10-14(11-13)12-6-4-5-7-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h9-12H,2-8H2,1H3;/q+1;-1",IBCDWLVBHLBGCO-UHFFFAOYSA-N,j.fluid.2017.03.021.json,2,1,False,inchi,inchikey::IBCDWLVBHLBGCO-UHFFFAOYSA-N,0.0,
1-butyl-3-(3-pentyl)imidazolium bis((trifluoromethyl)sulfonyl)imide,CCCC[n+]1ccn(C(CC)CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Experimental,C14H23F6N3O4S2,475.4770000000001,8.0,0.0,5.0,91.19,3.9961000000000038,-,-,-,-,-,696.61,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,26.98,10.1016/j.fluid.2017.03.021,"Thermal properties of 1-alkyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide ionic liquids with linear, branched and cyclic alkyl substituents",Fluid Phase Equilib.,2017,"InChI=1S/C12H23N2.C2F6NO4S2/c1-4-7-8-13-9-10-14(11-13)12(5-2)6-3;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h9-12H,4-8H2,1-3H3;/q+1;-1",VPSTYPGMUGCAMO-UHFFFAOYSA-N,j.fluid.2017.03.021.json,3,1,False,inchi,inchikey::VPSTYPGMUGCAMO-UHFFFAOYSA-N,0.0,
1-butyl-3-isopentylimidazolium bis((trifluoromethyl)sulfonyl)amide,CCCC[n+]1ccn(CCC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Experimental,C14H23F6N3O4S2,475.4770000000001,8.0,0.0,5.0,91.19,3.6811000000000034,-,-,-,-,-,685.77,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,26.56,10.1016/j.fluid.2017.03.021,"Thermal properties of 1-alkyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide ionic liquids with linear, branched and cyclic alkyl substituents",Fluid Phase Equilib.,2017,"InChI=1S/C12H23N2.C2F6NO4S2/c1-4-5-7-13-9-10-14(11-13)8-6-12(2)3;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h9-12H,4-8H2,1-3H3;/q+1;-1",JGVXUKGDRVIURZ-UHFFFAOYSA-N,j.fluid.2017.03.021.json,4,1,False,inchi,inchikey::JGVXUKGDRVIURZ-UHFFFAOYSA-N,0.0,
1-butyl-1-methylpyrrolidinium dicyanamide,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,Experimental,C11H20N4,208.30900000000003,3.0,0.0,2.0,61.68,2.3491600000000004,-,-,-,-,-,413.0,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,44.0,10.1016/j.fluid.2018.04.003,Thermal behavior and heat capacities of pyrrolidinium-based ionic liquids by DSC,Fluid Phase Equilib.,2018,"InChI=1S/C9H20N.C2N3/c1-3-4-7-10(2)8-5-6-9-10;3-1-5-2-4/h3-9H2,1-2H3;/q+1;-1",LBHLGZNUPKUZJC-UHFFFAOYSA-N,j.fluid.2018.04.003.json,4,1,False,inchi,inchikey::LBHLGZNUPKUZJC-UHFFFAOYSA-N,0.0,
1-methyl-1-propylpyrrolidinium triflate,CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,Experimental,C9H18F3NO3S,277.30799999999994,2.0,0.0,3.0,57.199999999999996,1.6882000000000001,-,-,-,-,-,439.0,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,47.0,10.1016/j.fluid.2018.04.003,Thermal behavior and heat capacities of pyrrolidinium-based ionic liquids by DSC,Fluid Phase Equilib.,2018,"InChI=1S/C8H18N.CHF3O3S/c1-3-6-9(2)7-4-5-8-9;2-1(3,4)8(5,6)7/h3-8H2,1-2H3;(H,5,6,7)/q+1;/p-1",HLZKCDBHBYYCMM-UHFFFAOYSA-M,j.fluid.2018.04.003.json,5,1,False,inchi,inchikey::HLZKCDBHBYYCMM-UHFFFAOYSA-M,0.0,
Zn2GeO4,[Ge+4].[O-2].[O-2].[O-2].[O-2].[Zn+2].[Zn+2],Experimental,GeO4Zn2,267.38599999999997,0.0,0.0,0.0,114.0,-0.861,-,-,-,-,-,131.86,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,0.333,10.1016/j.jct.2003.12.010,"Heat capacities, third-law entropies and thermodynamic functions of the negative thermal expansion material Zn2GeO4 from T=(0 to 400) K",J. Chem. Thermodyn.,2004,InChI=1S/Ge.4O.2Zn/q+4;4*-2;2*+2,QYUOMLSYPCSHAF-UHFFFAOYSA-N,j.jct.2003.12.010.json,1,1,False,inchi,inchikey::QYUOMLSYPCSHAF-UHFFFAOYSA-N,0.0,
GeCo2O4,[Co+2].[Co+2].[Ge+4].[O-2].[O-2].[O-2].[O-2],Experimental,Co2GeO4,254.47199999999998,0.0,0.0,0.0,114.0,-0.8610000000000001,-,-,-,-,-,143.44,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,0.341,10.1016/j.jct.2003.12.011,"Heat capacities, third-law entropies and thermodynamic functions of the geometrically frustrated antiferromagnetic spinels GeCo2O4 and GeNi2O4 from T=(0 to 400) K",J. Chem. Thermodyn.,2004,InChI=1S/2Co.Ge.4O/q2*+2;+4;4*-2,MGJBANBTKCZTKI-UHFFFAOYSA-N,j.jct.2003.12.011.json,1,1,False,inchi,inchikey::MGJBANBTKCZTKI-UHFFFAOYSA-N,0.0,
GeNi2O4,[Ge+4].[Ni+2].[Ni+2].[O-2].[O-2].[O-2].[O-2],Experimental,GeNi2O4,253.99199999999996,0.0,0.0,0.0,114.0,-0.8610000000000001,-,-,-,-,-,130.76,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,0.333,10.1016/j.jct.2003.12.011,"Heat capacities, third-law entropies and thermodynamic functions of the geometrically frustrated antiferromagnetic spinels GeCo2O4 and GeNi2O4 from T=(0 to 400) K",J. Chem. Thermodyn.,2004,InChI=1S/Ge.2Ni.4O/q+4;2*+2;4*-2,VTSMFGCBKNZMOH-UHFFFAOYSA-N,j.jct.2003.12.011.json,2,1,False,inchi,inchikey::VTSMFGCBKNZMOH-UHFFFAOYSA-N,0.0,
"2,4-dichlorobenzaldehyde",O=Cc1ccc(Cl)cc1Cl,Experimental,C7H4Cl2O,175.01399999999998,1.0,0.0,1.0,17.07,2.8059000000000003,-,-,-,-,-,186.47,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,3.7831,10.1016/j.jct.2004.01.006,"Heat capacity and thermodynamic properties of 2,4-dichlorobenzaldehyde (C7H4Cl2O)",J. Chem. Thermodyn.,2004,InChI=1S/C7H4Cl2O/c8-6-2-1-5(4-10)7(9)3-6/h1-4H,YSFBEAASFUWWHU-UHFFFAOYSA-N,j.jct.2004.01.006.json,1,1,False,inchi,inchikey::YSFBEAASFUWWHU-UHFFFAOYSA-N,0.0,
"1H-benzimidazole, 2-propyl-",CCCc1nc2ccccc2[nH]1,Experimental,C10H12N2,160.22,2.0,1.0,1.0,28.68,2.5154000000000005,-,-,-,-,-,217.1,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 2,solid,solid,298.15,101.325,4.34,10.1016/j.jct.2004.03.005,Experimental thermochemical study of two 2-alkylbenzimidazole isomers (alkyl=propyl and isopropyl),J. Chem. Thermodyn.,2004,"InChI=1S/C10H12N2/c1-2-5-10-11-8-6-3-4-7-9(8)12-10/h3-4,6-7H,2,5H2,1H3,(H,11,12)",FBLJZPQLNMVEMR-UHFFFAOYSA-N,j.jct.2004.03.005.json,5,1,False,inchi,inchikey::FBLJZPQLNMVEMR-UHFFFAOYSA-N,0.0,
"1H-benzimidazole, 2-(1-methylethyl)-",CC(C)c1nc2ccccc2[nH]1,Experimental,C10H12N2,160.22,1.0,1.0,1.0,28.68,2.6863,-,-,-,-,-,220.6,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 2,solid,solid,298.15,101.325,4.41,10.1016/j.jct.2004.03.005,Experimental thermochemical study of two 2-alkylbenzimidazole isomers (alkyl=propyl and isopropyl),J. Chem. Thermodyn.,2004,"InChI=1S/C10H12N2/c1-7(2)10-11-8-5-3-4-6-9(8)12-10/h3-7H,1-2H3,(H,11,12)",RITUGMAIQCZEOG-UHFFFAOYSA-N,j.jct.2004.03.005.json,6,1,False,inchi,inchikey::RITUGMAIQCZEOG-UHFFFAOYSA-N,0.0,
pyrimethanil myristic salt,CCCCCCCCCCCCCC(=O)O.Cc1cc(C)nc(Nc2ccccc2)n1,Experimental,C26H41N3O2,427.63300000000004,14.0,2.0,4.0,75.11,7.609140000000007,-,-,-,-,-,523.1,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,5.654,10.1016/j.jct.2004.03.006,Heat capacity and thermodynamic properties of pyrimethanil myristic salt (C26H41N3O2),J. Chem. Thermodyn.,2004,"InChI=1S/C14H28O2.C12H13N3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16;1-9-8-10(2)14-12(13-9)15-11-6-4-3-5-7-11/h2-13H2,1H3,(H,15,16);3-8H,1-2H3,(H,13,14,15)",WYCFCXFPNOLVCU-UHFFFAOYSA-N,j.jct.2004.03.006.json,1,1,False,inchi,inchikey::WYCFCXFPNOLVCU-UHFFFAOYSA-N,0.0,
zirconium tungstate,[O-].[O-].[O-].[O-].[O].[O].[O].[O].[W].[W].[Zr+4],Experimental,O8W2Zr,586.8960000000001,0.0,0.0,4.0,228.0,-0.9578999999999999,-,-,-,-,-,205.73,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 2,solid,solid,298.15,101.325,0.81,10.1016/j.jct.2004.03.009,Heat capacity and order-disorder phase transition in negative thermal expansion compound ZrW2O8,J. Chem. Thermodyn.,2004,InChI=1S/8O.2W.Zr/q;;;;4*-1;;;+4,OJLGWNFZMTVNCX-UHFFFAOYSA-N,j.jct.2004.03.009.json,1,1,False,inchi,inchikey::OJLGWNFZMTVNCX-UHFFFAOYSA-N,0.0,
gadolinium zirconate,[Gd+3].[Gd+3].[O-].[O-].[O-].[O-].[O-].[O-].[O].[Zr].[Zr],Experimental,Gd2O7Zr2,608.9410000000003,0.0,0.0,6.0,199.5,-0.8365999999999999,-,-,-,-,-,221.8,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,1.6,10.1016/j.jct.2004.03.017,The low-temperature heat capacity of some lanthanide zirconates,J. Chem. Thermodyn.,2004,InChI=1S/2Gd.7O.2Zr/q2*+3;;6*-1;;,JBVIPXVOVFRDNK-UHFFFAOYSA-N,j.jct.2004.03.017.json,1,1,False,inchi,inchikey::JBVIPXVOVFRDNK-UHFFFAOYSA-N,0.0,
europium zirconate,[Eu+3].[Eu+3].[O-].[O-].[O-].[O-].[O-].[O-].[O].[Zr].[Zr],Experimental,Eu2O7Zr2,598.3690000000001,0.0,0.0,6.0,199.5,-0.8365999999999999,-,-,-,-,-,235.4,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,1.6,10.1016/j.jct.2004.03.017,The low-temperature heat capacity of some lanthanide zirconates,J. Chem. Thermodyn.,2004,InChI=1S/2Eu.7O.2Zr/q2*+3;;6*-1;;,UFWCUKAOFMJFKD-UHFFFAOYSA-N,j.jct.2004.03.017.json,2,1,False,inchi,inchikey::UFWCUKAOFMJFKD-UHFFFAOYSA-N,0.0,
"1-bromotricyclo[3.3.1.1(3,7)]decane",BrC12CC3CC(CC(C3)C1)C2,Experimental,C10H15Br,215.134,0.0,0.0,0.0,0.0,3.350100000000002,-,-,-,-,-,215.4,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 2,solid,solid,298.15,101.325,0.9,10.1016/j.jct.2004.10.005,Thermodynamic properties of 1-bromoadamantane in the condensed state and molecular disorder in its crystals,J. Chem. Thermodyn.,2005,"InChI=1S/C10H15Br/c11-10-4-7-1-8(5-10)3-9(2-7)6-10/h7-9H,1-6H2",VQHPRVYDKRESCL-UHFFFAOYSA-N,j.jct.2004.10.005.json,1,1,False,inchi,inchikey::VQHPRVYDKRESCL-UHFFFAOYSA-N,0.0,
trizirconium tetraphosphate,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Zr+4].[Zr+4].[Zr+4],Experimental,O16P4Zr3,653.5520000000001,0.0,0.0,16.0,345.0,-11.3059,-,-,-,-,-,387.0,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,1.995,10.1016/j.jct.2004.11.002,Thermodynamic properties of trizirconium tetraphosphate,J. Chem. Thermodyn.,2005,"InChI=1S/4H3O4P.3Zr/c4*1-5(2,3)4;;;/h4*(H3,1,2,3,4);;;/q;;;;3*+4/p-12",LEHFSLREWWMLPU-UHFFFAOYSA-B,j.jct.2004.11.002.json,4,1,False,inchi,inchikey::LEHFSLREWWMLPU-UHFFFAOYSA-B,0.0,
ferric sulfate,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Fe+3].[Fe+3],Experimental,Fe2O12S3,399.8790000000001,0.0,0.0,12.0,240.77999999999997,-4.018999999999999,-,-,-,-,-,272.79,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,0.473,10.1016/j.jct.2004.11.021,Thermodynamics of monoclinic Fe2(SO4)3,J. Chem. Thermodyn.,2005,"InChI=1S/2Fe.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6",RUTXIHLAWFEWGM-UHFFFAOYSA-H,j.jct.2004.11.021.json,1,1,False,inchi,inchikey::RUTXIHLAWFEWGM-UHFFFAOYSA-H,0.0,
undecane,CCCCCCCCCCC,Experimental,C11H24,156.313,8.0,0.0,0.0,0.0,4.537100000000004,-,-,-,-,-,343.98,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,5.33,10.1016/j.jct.2004.12.010,Excess isobaric molar heat capacities and excess molar volumes for ethanol + n-decane and n-undecane systems,J. Chem. Thermodyn.,2005,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",RSJKGSCJYJTIGS-UHFFFAOYSA-N,j.jct.2004.12.010.json,3,1,False,inchi,inchikey::RSJKGSCJYJTIGS-UHFFFAOYSA-N,0.0,
isobutyl tert-butyl ether,CC(C)COC(C)(C)C,Experimental,C8H18O,130.231,2.0,0.0,1.0,9.23,2.4575000000000005,-,-,-,-,-,268.7,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,2.6,10.1016/j.jct.2005.02.003,The low-temperature heat capacity and ideal gas thermodynamic properties of isobutyl tert-butyl ether,J. Chem. Thermodyn.,2006,"InChI=1S/C8H18O/c1-7(2)6-9-8(3,4)5/h7H,6H2,1-5H3",UPOMCDPCTBJJDA-UHFFFAOYSA-N,j.jct.2005.02.003.json,1,1,False,inchi,inchikey::UPOMCDPCTBJJDA-UHFFFAOYSA-N,0.0,
2-phenylbenzimidazole,c1ccc(-c2nc3ccccc3[nH]2)cc1,Experimental,C13H10N2,194.23699999999997,1.0,1.0,1.0,28.68,3.2299000000000015,-,-,-,-,-,208.09,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,8.32,10.1016/j.jct.2005.02.008,Thermochemical properties of two benzimidazole derivatives: 2-Phenyl- and 2-benzylbenzimidazole,J. Chem. Thermodyn.,2005,"InChI=1S/C13H10N2/c1-2-6-10(7-3-1)13-14-11-8-4-5-9-12(11)15-13/h1-9H,(H,14,15)",DWYHDSLIWMUSOO-UHFFFAOYSA-N,j.jct.2005.02.008.json,5,1,False,inchi,inchikey::DWYHDSLIWMUSOO-UHFFFAOYSA-N,0.0,
bendazol,c1ccc(Cc2nc3ccccc3[nH]2)cc1,Experimental,C14H12N2,208.26399999999995,2.0,1.0,1.0,28.68,3.1537000000000015,-,-,-,-,-,228.92,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,9.16,10.1016/j.jct.2005.02.008,Thermochemical properties of two benzimidazole derivatives: 2-Phenyl- and 2-benzylbenzimidazole,J. Chem. Thermodyn.,2005,"InChI=1S/C14H12N2/c1-2-6-11(7-3-1)10-14-15-12-8-4-5-9-13(12)16-14/h1-9H,10H2,(H,15,16)",YTLQFZVCLXFFRK-UHFFFAOYSA-N,j.jct.2005.02.008.json,6,1,False,inchi,inchikey::YTLQFZVCLXFFRK-UHFFFAOYSA-N,0.0,
gadolinium sesquioxide,[Gd+3].[Gd+3].[O-2].[O-2].[O-2],Experimental,Gd2O3,362.49700000000007,0.0,0.0,0.0,85.5,-0.3564,-,-,-,-,-,105.1,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,0.58,10.1016/j.jct.2005.02.014,Heat capacity and entropy of monoclinic Gd2O3,J. Chem. Thermodyn.,2005,InChI=1S/2Gd.3O/q2*+3;3*-2,CMIHHWBVHJVIGI-UHFFFAOYSA-N,j.jct.2005.02.014.json,1,1,False,inchi,inchikey::CMIHHWBVHJVIGI-UHFFFAOYSA-N,0.0,
inosine,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C(O)C1O,Experimental,C10H12N4O5,268.22900000000004,2.0,4.0,9.0,133.75,-1.8566000000000003,-,-,-,-,-,283.17,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,0.9645,10.1016/j.jct.2005.03.001,Thermochemistry of inosine,J. Chem. Thermodyn.,2005,"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6?,7?,10-/m1/s1",UGQMRVRMYYASKQ-DGPXGRDGSA-N,j.jct.2005.03.001.json,5,1,False,inchi,inchikey::UGQMRVRMYYASKQ-DGPXGRDGSA-N,0.0,
"1,4-diisocyanatobutane",O=C=NCCCCN=C=O,Experimental,C6H8N2O2,140.142,5.0,0.0,4.0,58.86,0.4381999999999999,-,-,-,-,-,225.1,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,1.1,10.1016/j.jct.2005.06.002,"Thermodynamics of 1,4-diisocyanatobutane in the range from T (0 to 360) K at standard pressure",J. Chem. Thermodyn.,2006,InChI=1S/C6H8N2O2/c9-5-7-3-1-2-4-8-6-10/h1-4H2,OVBFMUAFNIIQAL-UHFFFAOYSA-N,j.jct.2005.06.002.json,5,1,False,inchi,inchikey::OVBFMUAFNIIQAL-UHFFFAOYSA-N,0.0,
"bis[(1,2,3,4,5,6-.eta.)-1,1'-biphenyl]chromium(1+) [5,6]fulleride(1-)-C60-Ih",[C]12c3c4c5c6c1c1c7c8c6c6c5c5c9c4c4c3c3c%10c%11c4c4c9c9c5c5c6c6c8c8c7c7c%12c%13c8c8c6c5c5c9c6c4c%11c4c9c6c5c8c%13c9c5c4c%10c4c(c5%12)c7c1[c-]2c34.[Cr+].c1ccc(-c2ccccc2)cc1.c1ccc(-c2ccccc2)cc1,Experimental,C84H20Cr,1081.08,2.0,0.0,0.0,0.0,23.741990000000055,-,-,-,-,-,1438.3912,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 2,solid,solid,298.15,101.325,24.11176,10.1016/j.jct.2005.08.016,Thermodynamics of bis-(n6-diphenyl)chromium (I) fulleride [(n6-Ph2)2Cr]+[C60].- in the range from T (0 to 360)K,J. Chem. Thermodyn.,2006,InChI=1S/C60.2C12H10.Cr/c1-2-5-6-3(1)8-12-10-4(1)9-11-7(2)17-21-13(5)23-24-14(6)22-18(8)28-20(12)30-26-16(10)15(9)25-29-19(11)27(17)37-41-31(21)33(23)43-44-34(24)32(22)42-38(28)48-40(30)46-36(26)35(25)45-39(29)47(37)55-49(41)51(43)57-52(44)50(42)56(48)59-54(46)53(45)58(55)60(57)59;2*1-3-7-11(8-4-1)12-9-5-2-6-10-12;/h;2*1-10H;/q-1;;;+1,YWMVNVICRPXKEY-UHFFFAOYSA-N,j.jct.2005.08.016.json,1,1,False,inchi,inchikey::YWMVNVICRPXKEY-UHFFFAOYSA-N,0.0,
water-d2,[2H]O[2H],Experimental,H2O,20.027203556,0.0,0.0,0.0,31.5,-0.8247,-,-,-,-,-,83.47,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,0.25,10.1016/j.jct.2005.09.005,Thermodynamic properties of deuterium oxide in the temperature range from 6 to 350 K,J. Chem. Thermodyn.,2006,InChI=1S/H2O/h1H2/i/hD2,XLYOFNOQVPJJNP-ZSJDYOACSA-N,j.jct.2005.09.005.json,1,1,False,inchi,inchikey::XLYOFNOQVPJJNP-ZSJDYOACSA-N,0.0,
"2-amino-2-methyl-1,3-propanediol",CC(N)(CO)CO,Experimental,C4H11NO2,105.13699999999999,2.0,3.0,3.0,66.48,-1.3116,-,-,-,-,-,145.62,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 3,solid,solid,298.15,101.325,5.82,10.1016/j.jct.2006.02.005,Heat capacity measurement of organic thermal energy storage materials,J. Chem. Thermodyn.,2006,"InChI=1S/C4H11NO2/c1-4(5,2-6)3-7/h6-7H,2-3,5H2,1H3",UXFQFBNBSPQBJW-UHFFFAOYSA-N,j.jct.2006.02.005.json,1,1,False,inchi,inchikey::UXFQFBNBSPQBJW-UHFFFAOYSA-N,0.0,
"2,2-dimethyl-1,3-propanediol",CC(C)(CO)CO,Experimental,C5H12O2,104.14899999999999,2.0,2.0,2.0,40.46,-0.0028000000000000247,-,-,-,-,-,172.06,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 2,solid,solid,298.15,101.325,6.88,10.1016/j.jct.2006.02.005,Heat capacity measurement of organic thermal energy storage materials,J. Chem. Thermodyn.,2006,"InChI=1S/C5H12O2/c1-5(2,3-6)4-7/h6-7H,3-4H2,1-2H3",SLCVBVWXLSEKPL-UHFFFAOYSA-N,j.jct.2006.02.005.json,2,1,False,inchi,inchikey::SLCVBVWXLSEKPL-UHFFFAOYSA-N,0.0,
"2-amino-2-(hydroxymethyl)-1,3-propanediol",NC(CO)(CO)CO,Experimental,C4H11NO3,121.13599999999998,3.0,4.0,4.0,86.71000000000001,-2.3391999999999986,-,-,-,-,-,169.83,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 2,solid,solid,298.15,101.325,6.79,10.1016/j.jct.2006.02.005,Heat capacity measurement of organic thermal energy storage materials,J. Chem. Thermodyn.,2006,"InChI=1S/C4H11NO3/c5-4(1-6,2-7)3-8/h6-8H,1-3,5H2",LENZDBCJOHFCAS-UHFFFAOYSA-N,j.jct.2006.02.005.json,3,1,False,inchi,inchikey::LENZDBCJOHFCAS-UHFFFAOYSA-N,0.0,
